affil_norm,mapped_to,label,latitude,longitude,match_type,score,suggestions
slac national accelerator laboratory,,slac national accelerator laboratory,,,suggested,,"[('national chemical laboratory', 0.6875), ('los alamos national laboratory', 0.696969696969697), ('idaho national laboratory', 0.6885245901639344), ('national renewable energy laboratory', 0.6666666666666666), ('argonne national laboratory', 0.6666666666666666)]"
slb,,slb,,,suggested,,"[('ssl', 0.6666666666666666)]"
snapdragon chemistry inc,,snapdragon chemistry inc,,,unmapped,,[]
snapdragon chemistry-cambrex,,snapdragon chemistry-cambrex,,,unmapped,,[]
software for chemistry and materials,,software for chemistry and materials,,,unmapped,,[]
soluciones energéticas y de automatización s a s,,soluciones energéticas y de automatización s a s,,,unmapped,,[]
soochow university,,soochow university,,,suggested,,"[('ohio university', 0.7878787878787878), ('stockholm university', 0.8421052631578947), ('koc university', 0.8125), ('tohoku university', 0.8), ('southwest university', 0.7894736842105263)]"
soongsil university,,soongsil university,,,suggested,,"[('hongik university', 0.8333333333333334), ('mcgill university', 0.7777777777777778), ('stockholm university', 0.7692307692307693), ('ohio university', 0.7647058823529411), ('tunghai university', 0.7567567567567568)]"
south asian university,,south asian university,,,suggested,,"[('south ural state university', 0.8163265306122449), ('southwest university', 0.8095238095238095), ('southern arkansas university', 0.8), ('utah state university', 0.7441860465116279), ('rwth aachen university', 0.7727272727272727)]"
south dakota school of mines and technology,,south dakota school of mines and technology,,,suggested,,"[('southern university of science and technology', 0.6590909090909091)]"
south dakota school of mines andtechnology,,south dakota school of mines andtechnology,,,suggested,,"[('south dakota mines', 0.6)]"
spartan controls ltd,,spartan controls ltd,,,unmapped,,[]
spx flow mixing solutions,,spx flow mixing solutions,,,suggested,,"[('synt solutions', 0.6153846153846154)]"
srnl,,srnl,,,suggested,,"[('ornl', 0.75)]"
st josephs college of engineering,,st josephs college of engineering,,,suggested,,"[('famu-fsu college of engineering', 0.75), ('penn state college of medicine', 0.6031746031746031)]"
stanford synchrotron radiation lightsource  slac national accelerator laboratory,,stanford synchrotron radiation lightsource  slac national accelerator laboratory,,,unmapped,,[]
state univ of new york-buffalo,,state univ of new york-buffalo,,,suggested,,"[('state university of new york environmental science', 0.6)]"
state university of new york at buffalo,,state university of new york at buffalo,,,suggested,,"[('state university of new york environmental science', 0.7191011235955056), ('university at buffalo', 0.7), ('the university of texas at el paso', 0.6575342465753424), ('the university of texas at tyler', 0.647887323943662), ('university of north dakota', 0.5846153846153846)]"
state university of new york college of environmental science and forestry,,state university of new york college of environmental science and forestry,,,suggested,,"[('state university of new york environmental science', 0.8064516129032258)]"
stealth mode startup,,stealth mode startup,,,unmapped,,[]
stevens institute of technology,,stevens institute of technology,,,suggested,,"[('vellore institute of technology', 0.8387096774193549), ('caltech institute of technology', 0.8387096774193549), ('tokyo institute of technology', 0.8333333333333334), ('kyoto institute of technology', 0.8333333333333334), ('harbin institute of technology', 0.819672131147541)]"
stf technologies llc,,stf technologies llc,,,suggested,,"[('aspen technology inc.', 0.6341463414634146), ('shell technology center', 0.5581395348837209)]"
strategic analysis  inc,,strategic analysis  inc,,,unmapped,,[]
strategic energy analysis center  national renewable energy laboratory,,strategic energy analysis center  national renewable energy laboratory,,,suggested,,"[('national renewable energy laboratory', 0.6792452830188679)]"
sub-zero group  inc,,sub-zero group  inc,,,unmapped,,[]
sulzer pump solutions ireland ltd,,sulzer pump solutions ireland ltd,,,unmapped,,[]
suncat center for interface science and catalysis  department of chemical engineering  stanford university,,suncat center for interface science and catalysis  department of chemical engineering  stanford university,,,unmapped,,[]
suncat center for interface science and catalysis  slac national accelerator laboratory,,suncat center for interface science and catalysis  slac national accelerator laboratory,,,unmapped,,[]
sunthetics,,sunthetics,,,unmapped,,[]
suny   buffalo,,suny   buffalo,,,suggested,,"[('suny-buffalo', 0.8461538461538461), ('university at buffalo', 0.6857142857142857)]"
suny college of environmental science and forestry,,suny college of environmental science and forestry,,,unmapped,,[]
suny esf,,suny esf,,,unmapped,,[]
surface measurement system,,surface measurement system,,,unmapped,,[]
surface measurement systems,,surface measurement systems,,,unmapped,,[]
sustainable bio-based materials lab,,sustainable bio-based materials lab,,,unmapped,,[]
susteon inc,,susteon inc,,,suggested,,"[('css inc', 0.6666666666666666)]"
sutro biopharma,,sutro biopharma,,,unmapped,,[]
svante inc,,svante inc,,,unmapped,,[]
swedish environmental research institute,,swedish environmental research institute,,,unmapped,,[]
swinburne univ of technology,,swinburne univ of technology,,,suggested,,"[('hamburg university of technology', 0.7333333333333333), ('warsaw university of technology', 0.711864406779661), ('poznan university of technology', 0.711864406779661), ('dalian university of technology', 0.711864406779661), ('eindhoven university of technology', 0.7096774193548387)]"
swiss federal institute of materials and technology  empa,,swiss federal institute of materials and technology  empa,,,suggested,,"[('national institute of standards and technology', 0.6796116504854369), ('srm institute of science and technology', 0.6666666666666666), ('korea institute of industrial technology', 0.6597938144329897), ('institute of chemical technology mumbai', 0.6458333333333334), ('indian institute of technology ropar', 0.6451612903225806)]"
swiss federal laboratories for materials science and technology,,swiss federal laboratories for materials science and technology,,,suggested,,"[('missouri university of science and technology', 0.5925925925925926)]"
swisstopo,,swisstopo,,,unmapped,,[]
syensqo,,syensqo,,,unmapped,,[]
syracuse university,,syracuse university,,,suggested,,"[('kyushu university', 0.7777777777777778), ('aarhus university', 0.7777777777777778), ('dalhousie university', 0.7692307692307693), ('duke university', 0.7647058823529411), ('trine university', 0.7428571428571429)]"
taiyo nippon sanso corporation,,taiyo nippon sanso corporation,,,suggested,,"[('eaton corporation', 0.6382978723404256), ('basf corporation', 0.6086956521739131)]"
takeda,,takeda,,,suggested,,"[('arkema', 0.6666666666666666)]"
takeda development center americas  inc,,takeda development center americas  inc,,,unmapped,,[]
takeda pharmaceutical company limited,,takeda pharmaceutical company limited,,,unmapped,,[]
takeda pharmaceuticals,,takeda pharmaceuticals,,,suggested,,"[('janssen pharmaceuticals', 0.8)]"
takeda pharmaceuticals international co,,takeda pharmaceuticals international co,,,unmapped,,[]
tamuq,,tamuq,,,unmapped,,[]
tcs research  trddc  tata consultancy services,,tcs research  trddc  tata consultancy services,,,unmapped,,[]
technical university berlin,,technical university berlin,,,suggested,,"[('technical university of denmark', 0.7931034482758621), ('technical university of munich', 0.7719298245614035), ('national technical university of athens', 0.696969696969697), ('china university of petroleum', 0.6785714285714286), ('american university of beirut', 0.6785714285714286)]"
technical university of darmstadt,,technical university of darmstadt,,,suggested,,"[('technical university of denmark', 0.84375), ('technical university of munich', 0.7936507936507936), ('national technical university of athens', 0.7222222222222222), ('the university of kansas', 0.7017543859649122), ('the university of utah', 0.6909090909090909)]"
technische universitat dresden,,technische universitat dresden,,,suggested,,"[('technical university of denmark', 0.6885245901639344), ('technical university of munich', 0.6333333333333333), ('national technical university of athens', 0.6086956521739131), ('the university of akron', 0.6037735849056604), ('stellenbosch university', 0.6037735849056604)]"
technische universiteit delft,,technische universiteit delft,,,suggested,,"[('technical university of denmark', 0.6666666666666666), ('technical university of munich', 0.6101694915254238), ('the university of utah', 0.5490196078431373), ('the university of tokyo', 0.5384615384615384), ('stellenbosch university', 0.6153846153846154)]"
technology innovation institute,,technology innovation institute,,,unmapped,,[]
tecmasters  inc,,tecmasters  inc,,,suggested,,"[('mars, inc.', 0.64), ('css inc', 0.6363636363636364)]"
tecnologico na campus aguascalientescional de mexico,,tecnologico na campus aguascalientescional de mexico,,,unmapped,,[]
tecnologico nacional de mexico campus aguascalientes,,tecnologico nacional de mexico campus aguascalientes,,,unmapped,,[]
teich process development llc,,teich process development llc,,,unmapped,,[]
